departamento,municipio,anio,mes,indicador,valor
HUILA,ACEVEDO,2018,enero,Visitantes PNN,218
HUILA,ACEVEDO,2018,enero,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2018,febrero,Visitantes PNN,43
HUILA,ACEVEDO,2018,febrero,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2018,marzo,Visitantes PNN,161
HUILA,ACEVEDO,2018,abril,Visitantes PNN,113
HUILA,ACEVEDO,2018,abril,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2018,mayo,Visitantes PNN,46
HUILA,ACEVEDO,2018,mayo,Visitantes extranjeros no residentes,4
HUILA,ACEVEDO,2018,junio,Visitantes PNN,49
HUILA,ACEVEDO,2018,julio,Visitantes PNN,83
HUILA,ACEVEDO,2018,julio,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2018,agosto,Visitantes PNN,49
HUILA,ACEVEDO,2018,agosto,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2018,septiembre,Visitantes PNN,78
HUILA,ACEVEDO,2018,octubre,Visitantes PNN,62
HUILA,ACEVEDO,2018,noviembre,Visitantes PNN,216
HUILA,ACEVEDO,2018,noviembre,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2018,diciembre,Visitantes PNN,99
HUILA,ACEVEDO,2018,diciembre,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2019,enero,Visitantes PNN,122
HUILA,ACEVEDO,2019,enero,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2019,febrero,Visitantes PNN,27
HUILA,ACEVEDO,2019,febrero,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2019,marzo,Visitantes PNN,27
HUILA,ACEVEDO,2019,abril,Visitantes PNN,128
HUILA,ACEVEDO,2019,abril,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2019,mayo,Visitantes PNN,5
HUILA,ACEVEDO,2019,mayo,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2019,junio,Visitantes PNN,0
HUILA,ACEVEDO,2019,julio,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2019,julio,Visitantes PNN,0
HUILA,ACEVEDO,2019,agosto,Visitantes extranjeros no residentes,5
HUILA,ACEVEDO,2019,agosto,Visitantes PNN,0
HUILA,ACEVEDO,2019,septiembre,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2019,septiembre,Visitantes PNN,0
HUILA,ACEVEDO,2019,octubre,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2019,octubre,Visitantes PNN,0
HUILA,ACEVEDO,2019,noviembre,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2019,noviembre,Visitantes PNN,0
HUILA,ACEVEDO,2019,diciembre,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2019,diciembre,Visitantes PNN,0
HUILA,ACEVEDO,2020,enero,Visitantes extranjeros no residentes,7
HUILA,ACEVEDO,2020,enero,Visitantes PNN,0
HUILA,ACEVEDO,2020,febrero,Visitantes extranjeros no residentes,5
HUILA,ACEVEDO,2020,febrero,Visitantes PNN,1
HUILA,ACEVEDO,2020,marzo,Visitantes PNN,31
HUILA,ACEVEDO,2020,abril,Visitantes PNN,0
HUILA,ACEVEDO,2020,mayo,Visitantes PNN,0
HUILA,ACEVEDO,2020,junio,Visitantes PNN,0
HUILA,ACEVEDO,2020,julio,Visitantes PNN,0
HUILA,ACEVEDO,2020,agosto,Visitantes PNN,0
HUILA,ACEVEDO,2020,septiembre,Visitantes PNN,0
HUILA,ACEVEDO,2020,octubre,Visitantes PNN,0
HUILA,ACEVEDO,2020,noviembre,Visitantes PNN,0
HUILA,ACEVEDO,2020,diciembre,Visitantes extranjeros no residentes,5
HUILA,ACEVEDO,2020,diciembre,Visitantes PNN,0
HUILA,ACEVEDO,2021,enero,Visitantes PNN,0
HUILA,ACEVEDO,2021,febrero,Visitantes PNN,0
HUILA,ACEVEDO,2021,marzo,Visitantes PNN,11
HUILA,ACEVEDO,2021,abril,Visitantes PNN,26
HUILA,ACEVEDO,2021,abril,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2021,mayo,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2021,mayo,Visitantes PNN,0
HUILA,ACEVEDO,2021,junio,Visitantes PNN,24
HUILA,ACEVEDO,2021,junio,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2021,julio,Visitantes PNN,8
HUILA,ACEVEDO,2021,julio,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2021,agosto,Visitantes PNN,17
HUILA,ACEVEDO,2021,agosto,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2021,septiembre,Visitantes PNN,10
HUILA,ACEVEDO,2021,septiembre,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2021,octubre,Visitantes PNN,15
HUILA,ACEVEDO,2021,octubre,Visitantes extranjeros no residentes,2
HUILA,ACEVEDO,2021,noviembre,Visitantes PNN,4
HUILA,ACEVEDO,2021,noviembre,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2021,diciembre,Visitantes PNN,40
HUILA,ACEVEDO,2021,diciembre,Visitantes extranjeros no residentes,1
HUILA,ACEVEDO,2022,enero,Visitantes PNN,68
HUILA,ACEVEDO,2022,enero,Visitantes extranjeros no residentes,5
HUILA,ACEVEDO,2022,febrero,Visitantes PNN,11
HUILA,ACEVEDO,2022,febrero,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2022,marzo,Visitantes extranjeros no residentes,4
HUILA,ACEVEDO,2022,marzo,Visitantes PNN,
HUILA,ACEVEDO,2022,abril,Visitantes PNN,37
HUILA,ACEVEDO,2022,abril,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2022,mayo,Visitantes PNN,54
HUILA,ACEVEDO,2022,mayo,Visitantes extranjeros no residentes,3
HUILA,ACEVEDO,2022,junio,Visitantes PNN,11
HUILA,ACEVEDO,2022,junio,Visitantes extranjeros no residentes,5
HUILA,ACEVEDO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,134
HUILA,ACEVEDO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,96
HUILA,ACEVEDO,2022,julio,Prestadores de servicios turísticos activos en RNT,13
HUILA,ACEVEDO,2022,julio,Establecimientos de alojamiento y hospedaje,10
HUILA,ACEVEDO,2022,julio,Visitantes extranjeros no residentes,5
HUILA,ACEVEDO,2022,julio,Check in,1
HUILA,AGRADO,2018,enero,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2018,diciembre,Visitantes extranjeros no residentes,2
HUILA,AGRADO,2019,junio,Visitantes extranjeros no residentes,2
HUILA,AGRADO,2019,agosto,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2020,octubre,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2020,diciembre,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2021,mayo,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2021,agosto,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2021,diciembre,Visitantes extranjeros no residentes,2
HUILA,AGRADO,2022,febrero,Visitantes extranjeros no residentes,2
HUILA,AGRADO,2022,abril,Visitantes extranjeros no residentes,1
HUILA,AGRADO,2022,junio,Visitantes extranjeros no residentes,2
HUILA,AGRADO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,22
HUILA,AGRADO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,20
HUILA,AGRADO,2022,julio,Prestadores de servicios turísticos activos en RNT,3
HUILA,AGRADO,2022,julio,Establecimientos de alojamiento y hospedaje,2
HUILA,AIPE,2018,abril,Visitantes extranjeros no residentes,1
HUILA,AIPE,2018,mayo,Visitantes extranjeros no residentes,3
HUILA,AIPE,2018,junio,Visitantes extranjeros no residentes,3
HUILA,AIPE,2018,julio,Visitantes extranjeros no residentes,2
HUILA,AIPE,2018,octubre,Visitantes extranjeros no residentes,1
HUILA,AIPE,2018,diciembre,Visitantes extranjeros no residentes,2
HUILA,AIPE,2019,febrero,Visitantes extranjeros no residentes,1
HUILA,AIPE,2019,marzo,Visitantes extranjeros no residentes,1
HUILA,AIPE,2019,junio,Visitantes extranjeros no residentes,7
HUILA,AIPE,2019,julio,Visitantes extranjeros no residentes,3
HUILA,AIPE,2019,agosto,Visitantes extranjeros no residentes,1
HUILA,AIPE,2020,enero,Visitantes extranjeros no residentes,1
HUILA,AIPE,2020,octubre,Visitantes extranjeros no residentes,1
HUILA,AIPE,2020,diciembre,Visitantes extranjeros no residentes,5
HUILA,AIPE,2021,marzo,Visitantes extranjeros no residentes,5
HUILA,AIPE,2021,abril,Visitantes extranjeros no residentes,1
HUILA,AIPE,2021,mayo,Visitantes extranjeros no residentes,1
HUILA,AIPE,2021,junio,Visitantes extranjeros no residentes,1
HUILA,AIPE,2021,julio,Visitantes extranjeros no residentes,1
HUILA,AIPE,2021,agosto,Visitantes extranjeros no residentes,1
HUILA,AIPE,2021,septiembre,Visitantes extranjeros no residentes,1
HUILA,AIPE,2021,diciembre,Visitantes extranjeros no residentes,1
HUILA,AIPE,2022,febrero,Visitantes extranjeros no residentes,1
HUILA,AIPE,2022,marzo,Visitantes extranjeros no residentes,2
HUILA,AIPE,2022,junio,Visitantes extranjeros no residentes,7
HUILA,AIPE,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,150
HUILA,AIPE,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,111
HUILA,AIPE,2022,julio,Prestadores de servicios turísticos activos en RNT,14
HUILA,AIPE,2022,julio,Establecimientos de alojamiento y hospedaje,10
HUILA,AIPE,2022,julio,Check in,1
HUILA,ALGECIRAS,2018,marzo,Visitantes extranjeros no residentes,2
HUILA,ALGECIRAS,2018,junio,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2018,agosto,Visitantes extranjeros no residentes,2
HUILA,ALGECIRAS,2018,diciembre,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2019,abril,Visitantes extranjeros no residentes,2
HUILA,ALGECIRAS,2019,octubre,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2019,noviembre,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2020,enero,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2020,febrero,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2020,julio,Visitantes extranjeros no residentes,2
HUILA,ALGECIRAS,2020,diciembre,Visitantes extranjeros no residentes,3
HUILA,ALGECIRAS,2021,marzo,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2021,abril,Visitantes extranjeros no residentes,3
HUILA,ALGECIRAS,2021,septiembre,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2021,octubre,Visitantes extranjeros no residentes,3
HUILA,ALGECIRAS,2021,diciembre,Visitantes extranjeros no residentes,4
HUILA,ALGECIRAS,2022,febrero,Visitantes extranjeros no residentes,2
HUILA,ALGECIRAS,2022,abril,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2022,junio,Visitantes extranjeros no residentes,1
HUILA,ALGECIRAS,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,23
HUILA,ALGECIRAS,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,21
HUILA,ALGECIRAS,2022,julio,Prestadores de servicios turísticos activos en RNT,7
HUILA,ALGECIRAS,2022,julio,Establecimientos de alojamiento y hospedaje,3
HUILA,ALGECIRAS,2022,julio,Visitantes extranjeros no residentes,
HUILA,ALGECIRAS,2022,julio,Check in,1
HUILA,ALTAMIRA,2018,enero,Visitantes extranjeros no residentes,2
HUILA,ALTAMIRA,2018,mayo,Visitantes extranjeros no residentes,1
HUILA,ALTAMIRA,2018,agosto,Visitantes extranjeros no residentes,1
HUILA,ALTAMIRA,2019,enero,Visitantes extranjeros no residentes,2
HUILA,ALTAMIRA,2019,junio,Visitantes extranjeros no residentes,2
HUILA,ALTAMIRA,2020,enero,Visitantes extranjeros no residentes,1
HUILA,ALTAMIRA,2021,febrero,Visitantes extranjeros no residentes,1
HUILA,ALTAMIRA,2021,agosto,Visitantes extranjeros no residentes,1
HUILA,ALTAMIRA,2021,septiembre,Visitantes extranjeros no residentes,2
HUILA,ALTAMIRA,2021,diciembre,Visitantes extranjeros no residentes,2
HUILA,ALTAMIRA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,27
HUILA,ALTAMIRA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,19
HUILA,ALTAMIRA,2022,julio,Prestadores de servicios turísticos activos en RNT,3
HUILA,ALTAMIRA,2022,julio,Establecimientos de alojamiento y hospedaje,2
HUILA,BARAYA,2022,enero,Visitantes extranjeros no residentes,1
HUILA,BARAYA,2022,abril,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2018,marzo,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2018,abril,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2018,mayo,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2018,junio,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2018,julio,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2018,agosto,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2018,octubre,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2018,noviembre,llegadas pasajeros Nacionales,8
HUILA,CAMPOALEGRE,2018,noviembre,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2018,diciembre,Visitantes extranjeros no residentes,10
HUILA,CAMPOALEGRE,2019,enero,Visitantes extranjeros no residentes,5
HUILA,CAMPOALEGRE,2019,febrero,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2019,marzo,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2019,abril,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2019,junio,Visitantes extranjeros no residentes,5
HUILA,CAMPOALEGRE,2019,julio,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2019,noviembre,Visitantes extranjeros no residentes,5
HUILA,CAMPOALEGRE,2019,diciembre,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2020,enero,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2020,febrero,Visitantes extranjeros no residentes,4
HUILA,CAMPOALEGRE,2020,octubre,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2020,noviembre,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2021,enero,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2021,febrero,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2021,marzo,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2021,abril,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2021,mayo,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2021,junio,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2021,julio,Visitantes extranjeros no residentes,1
HUILA,CAMPOALEGRE,2021,agosto,Visitantes extranjeros no residentes,4
HUILA,CAMPOALEGRE,2021,septiembre,Visitantes extranjeros no residentes,4
HUILA,CAMPOALEGRE,2021,octubre,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2021,noviembre,Visitantes extranjeros no residentes,4
HUILA,CAMPOALEGRE,2021,diciembre,Visitantes extranjeros no residentes,10
HUILA,CAMPOALEGRE,2022,enero,Visitantes extranjeros no residentes,6
HUILA,CAMPOALEGRE,2022,febrero,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2022,marzo,Visitantes extranjeros no residentes,3
HUILA,CAMPOALEGRE,2022,abril,Visitantes extranjeros no residentes,2
HUILA,CAMPOALEGRE,2022,mayo,Visitantes extranjeros no residentes,9
HUILA,CAMPOALEGRE,2022,mayo,Llegadas internacionales,7
HUILA,CAMPOALEGRE,2022,junio,Visitantes extranjeros no residentes,4
HUILA,CAMPOALEGRE,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,131
HUILA,CAMPOALEGRE,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,59
HUILA,CAMPOALEGRE,2022,julio,Prestadores de servicios turísticos activos en RNT,12
HUILA,CAMPOALEGRE,2022,julio,Establecimientos de alojamiento y hospedaje,9
HUILA,CAMPOALEGRE,2022,julio,Visitantes extranjeros no residentes,3
HUILA,COLOMBIA,2019,junio,Visitantes extranjeros no residentes,4
HUILA,COLOMBIA,2019,julio,Visitantes extranjeros no residentes,1
HUILA,COLOMBIA,2020,diciembre,Visitantes extranjeros no residentes,2
HUILA,COLOMBIA,2021,febrero,Visitantes extranjeros no residentes,1
HUILA,COLOMBIA,2021,abril,Visitantes extranjeros no residentes,1
HUILA,COLOMBIA,2021,julio,Visitantes extranjeros no residentes,1
HUILA,COLOMBIA,2021,agosto,Visitantes extranjeros no residentes,1
HUILA,COLOMBIA,2021,septiembre,Visitantes extranjeros no residentes,2
HUILA,COLOMBIA,2021,noviembre,Visitantes extranjeros no residentes,2
HUILA,COLOMBIA,2022,enero,Visitantes extranjeros no residentes,1
HUILA,COLOMBIA,2022,marzo,Visitantes extranjeros no residentes,5
HUILA,COLOMBIA,2022,abril,Visitantes extranjeros no residentes,5
HUILA,COLOMBIA,2022,mayo,Visitantes extranjeros no residentes,3
HUILA,COLOMBIA,2022,junio,Visitantes extranjeros no residentes,4
HUILA,COLOMBIA,2022,julio,Prestadores de servicios turísticos activos en RNT,2
HUILA,GIGANTE,2018,enero,Visitantes extranjeros no residentes,3
HUILA,GIGANTE,2018,febrero,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2018,abril,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2018,mayo,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2018,julio,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2018,agosto,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2018,octubre,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2018,noviembre,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2018,diciembre,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2019,enero,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2019,febrero,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2019,abril,Visitantes extranjeros no residentes,5
HUILA,GIGANTE,2019,mayo,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2019,julio,Visitantes extranjeros no residentes,3
HUILA,GIGANTE,2019,agosto,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2019,septiembre,Visitantes extranjeros no residentes,4
HUILA,GIGANTE,2019,octubre,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2019,noviembre,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2020,enero,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2020,diciembre,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2021,febrero,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2021,junio,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2021,julio,Visitantes extranjeros no residentes,6
HUILA,GIGANTE,2021,agosto,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2021,septiembre,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2021,noviembre,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2021,diciembre,Visitantes extranjeros no residentes,8
HUILA,GIGANTE,2022,enero,Visitantes extranjeros no residentes,3
HUILA,GIGANTE,2022,febrero,Visitantes extranjeros no residentes,4
HUILA,GIGANTE,2022,marzo,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2022,abril,Visitantes extranjeros no residentes,2
HUILA,GIGANTE,2022,mayo,Visitantes extranjeros no residentes,3
HUILA,GIGANTE,2022,junio,Visitantes extranjeros no residentes,1
HUILA,GIGANTE,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,351
HUILA,GIGANTE,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,213
HUILA,GIGANTE,2022,julio,Prestadores de servicios turísticos activos en RNT,40
HUILA,GIGANTE,2022,julio,Establecimientos de alojamiento y hospedaje,32
HUILA,GIGANTE,2022,julio,Visitantes extranjeros no residentes,5
HUILA,GIGANTE,2022,julio,Check in,4
HUILA,GUADALUPE,2018,marzo,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2018,abril,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2018,junio,Visitantes extranjeros no residentes,2
HUILA,GUADALUPE,2019,enero,Visitantes extranjeros no residentes,3
HUILA,GUADALUPE,2019,marzo,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2019,junio,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2019,agosto,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2019,octubre,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2020,enero,Visitantes extranjeros no residentes,2
HUILA,GUADALUPE,2020,diciembre,Visitantes extranjeros no residentes,4
HUILA,GUADALUPE,2021,febrero,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2021,mayo,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2021,junio,Visitantes extranjeros no residentes,3
HUILA,GUADALUPE,2021,septiembre,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2021,diciembre,Visitantes extranjeros no residentes,4
HUILA,GUADALUPE,2022,marzo,Visitantes extranjeros no residentes,1
HUILA,GUADALUPE,2022,abril,Visitantes extranjeros no residentes,3
HUILA,GUADALUPE,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,46
HUILA,GUADALUPE,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,45
HUILA,GUADALUPE,2022,julio,Prestadores de servicios turísticos activos en RNT,4
HUILA,GUADALUPE,2022,julio,Establecimientos de alojamiento y hospedaje,3
HUILA,GUADALUPE,2022,julio,Visitantes extranjeros no residentes,2
HUILA,HOBO,2018,junio,Visitantes extranjeros no residentes,2
HUILA,HOBO,2019,noviembre,Visitantes extranjeros no residentes,1
HUILA,HOBO,2020,marzo,Visitantes extranjeros no residentes,1
HUILA,HOBO,2021,enero,Visitantes extranjeros no residentes,1
HUILA,HOBO,2021,septiembre,Visitantes extranjeros no residentes,1
HUILA,HOBO,2021,noviembre,Visitantes extranjeros no residentes,2
HUILA,HOBO,2021,diciembre,Visitantes extranjeros no residentes,2
HUILA,HOBO,2022,enero,Visitantes extranjeros no residentes,1
HUILA,HOBO,2022,junio,Visitantes extranjeros no residentes,2
HUILA,HOBO,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,126
HUILA,HOBO,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,52
HUILA,HOBO,2022,julio,Prestadores de servicios turísticos activos en RNT,8
HUILA,HOBO,2022,julio,Establecimientos de alojamiento y hospedaje,6
HUILA,HOBO,2022,julio,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2018,mayo,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2018,junio,Visitantes extranjeros no residentes,3
HUILA,LA ARGENTINA,2018,diciembre,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2019,febrero,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2019,marzo,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2019,octubre,Visitantes extranjeros no residentes,6
HUILA,LA ARGENTINA,2019,diciembre,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2020,febrero,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2020,noviembre,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2021,marzo,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2021,abril,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2021,mayo,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2021,junio,Visitantes extranjeros no residentes,1
HUILA,LA ARGENTINA,2021,octubre,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2021,diciembre,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2022,abril,Visitantes extranjeros no residentes,2
HUILA,LA ARGENTINA,2022,julio,Total Camas Establecimientos de Alojamiento y Hospedaje,14
HUILA,LA ARGENTINA,2022,julio,Total Habitaciones Establecimientos de Alojamiento y Hospedaje,
HUILA,LA ARGENTINA,2022,julio,Prestadores de servicios turísticos activos en RNT,6
HUILA,LA ARGENTINA,2022,julio,Establecimientos de alojamiento y hospedaje,3
HUILA,LA PLATA,2018,enero,Visitantes extranjeros no residentes,1
HUILA,LA PLATA,2018,febrero,Visitantes extranjeros no residentes,6
HUILA,LA PLATA,2018,marzo,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2018,abril,Visitantes extranjeros no residentes,1
HUILA,LA PLATA,2018,mayo,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2018,junio,Visitantes extranjeros no residentes,14
HUILA,LA PLATA,2018,julio,Visitantes extranjeros no residentes,8
HUILA,LA PLATA,2018,agosto,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2018,septiembre,Visitantes extranjeros no residentes,7
HUILA,LA PLATA,2018,octubre,Visitantes extranjeros no residentes,6
HUILA,LA PLATA,2018,noviembre,Visitantes extranjeros no residentes,10
HUILA,LA PLATA,2018,diciembre,Visitantes extranjeros no residentes,16
HUILA,LA PLATA,2019,enero,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2019,febrero,Visitantes extranjeros no residentes,6
HUILA,LA PLATA,2019,marzo,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2019,abril,Visitantes extranjeros no residentes,2
HUILA,LA PLATA,2019,mayo,Visitantes extranjeros no residentes,5
HUILA,LA PLATA,2019,junio,Visitantes extranjeros no residentes,11
HUILA,LA PLATA,2019,julio,Visitantes extranjeros no residentes,1
HUILA,LA PLATA,2019,agosto,Visitantes extranjeros no residentes,10
HUILA,LA PLATA,2019,septiembre,Visitantes extranjeros no residentes,8
HUILA,LA PLATA,2019,octubre,Visitantes extranjeros no residentes,14
HUILA,LA PLATA,2019,noviembre,Visitantes extranjeros no residentes,7
HUILA,LA PLATA,2019,diciembre,Visitantes extranjeros no residentes,18
HUILA,LA PLATA,2020,enero,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2020,febrero,Visitantes extranjeros no residentes,6
HUILA,LA PLATA,2020,marzo,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2020,octubre,Visitantes extranjeros no residentes,1
HUILA,LA PLATA,2020,noviembre,Visitantes extranjeros no residentes,3
HUILA,LA PLATA,2020,diciembre,Visitantes extranjeros no residentes,5
HUILA,LA PLATA,2021,enero,Visitantes extranjeros no residentes,3
HUILA,LA PLATA,2021,marzo,Visitantes extranjeros no residentes,5
HUILA,LA PLATA,2021,abril,Visitantes extranjeros no residentes,9
HUILA,LA PLATA,2021,junio,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2021,julio,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2021,agosto,Visitantes extranjeros no residentes,3
HUILA,LA PLATA,2021,septiembre,Visitantes extranjeros no residentes,3
HUILA,LA PLATA,2021,octubre,Visitantes extranjeros no residentes,9
HUILA,LA PLATA,2021,noviembre,Visitantes extranjeros no residentes,7
HUILA,LA PLATA,2021,diciembre,Visitantes extranjeros no residentes,13
HUILA,LA PLATA,2022,enero,Visitantes extranjeros no residentes,4
HUILA,LA PLATA,2022,febrero,Visitantes extranjeros no residentes,11
HUILA,LA PLATA,2022,marzo,Visitantes extranjeros no residentes,8
